PAUL-ANDRE C. ABBOUD,OAKLAND,15,15,,-8,3,abboud
ADAM J. LANDSDORF,REDWOOD CITY,,11,,-6,7,landsdorf
CHRISTINA M. FONG,SANTA CLARA,,19,,-4,19,fong
GUY SHOCHAT,OAKLAND,,67,,-3,24,shochat
ALAN M. HOWARD,OAKLAND,,69,,8,72,howard
STACEY L. MEREDITH,BERKELEY,,301,,1,40,meredith
HOWARD D. YOSHIOKA,PLEASANTON,27,77,,8,72,yoshioka
SAMUEL KATZ,SAN RAMON,25,239,,17,100,katz
JOSE R. MIRANDA,SAINT HELENA,,75,,9,79,miranda
DAVID DONA,SAN JOSE,,11,,-8,3,dona
KRIS JOHANSSON,SAN JOSE,,29,,-2,27,johansson
JENNIFER M. TENG,HAYWARD,10,12,,-9,1,teng
MICHAEL H. ROKEACH,SAN FRANCISCO,,39,,6,61,rokeach
RUSSELL G. RODRIGUEZ,ANTIOCH,12,106,,11,91,rodriguez
JANET ROSSI,HAYWARD,,25,,7,66,rossi
CELESTE M. SCANLON,CASTRO VALLEY,,31,,5,57,scanlon
RICHARD B. MEDOFF,SAN FRANCISCO,,108,,9,79,medoff
VIJAY MENON,EMERYVILLE,,269,,0,36,menon
ANDREA B. AJAYI,OAKLAND,19,22,,-4,19,ajayi
JASON R. NAU,VALLEJO,,19,,-4,19,nau
MICHAEL J. PALI,SAN JOSE,,23,,-4,19,pali
THOMAS J. PEITZ,SAN FRANCISCO,,69,,8,72,peitz
JENNIFER S. BODNICK,OAKLAND,,17,,-5,14,bodnick
RICHARD J. KNIGHT,OAKLAND,,16,,-5,14,knight
KATHRYN M. VOELKER,ANTIOCH,,59,,11,91,voelker
LUCIA CHEN-LUFTIG,SAN FRANCISCO,,237,,1,40,chen-luftig
JENNIFER I. HARRIS,FAIRFIELD,,58,,-4,19,harris
KATHRYN LEMLOW,FAIRFIELD,,67,,-2,27,lemlow
DANIEL G. GUENIN,BURLINGAME,,62,,8,72,guenin
ROEL D. FARRALES,SAN FRANCISCO,13,258,,10,86,farrales
ANDREA G. ROBERTS,REDWOOD CITY,,12,,-9,1,roberts
MICHAEL HOM,FREMONT,,31,,5,57,hom
RICHARD C. LOTSCH,VALLEJO,,18,,-8,3,lotsch
JHONJAY T. POINDEXTER,MOSS BEACH,,23,,4,53,poindexter
SAMI A. JADALLAH,SAN JOSE,23,76,,16,99,jadallah
KULWINDER J. SINGH,MARYSVILLE,,580,,2,43,singh
SHERRY M. BIRD,SAN FRANCISCO,,51,,7,66,bird
MICHAEL A. TISKA,MARYSVILLE,,111,,9,79,tiska
WILLIAM A. WOOD,BERKELEY,,48,,8,72,wood
ROBERT KIM,EMERYVILLE,15,103,,-1,31,kim
MARJORIE M. MACQUEEN,BERKELEY,,85,,1,40,macqueen
RALPH C. WANG,OAKLAND,,195,,-1,31,wang
JANNE BOWEN-WILLIAMS,FAIRFAX,,42,,6,61,bowen-williams
HEATHER E. WEISS,SAN JOSE,,25,,-4,19,weiss
BETH C. KAPLAN,SAN FRANCISCO,,104,,-2,27,kaplan
WILLIAM R. MENSINGER,HAYWARD,,22,,-3,24,mensinger
DAVID F. THOMPSON,NOVATO,18,151,,9,79,thompson
MARK S. PENNER,SAN JOSE,16,23,,4,53,penner
TATIANA M. MAMANTOV,CASTRO VALLEY,,151,,-1,31,mamantov
MABEL A. GOMEZ,SAN JOSE,,92,,8,72,gomez
DANA G. SCHWARZ,VALLEJO,,32,,-3,24,schwarz
JOSEPH D. LAGO,SAN JOSE,42,15,,-5,14,lago
BARRY J. CLEMENTS,CASTRO VALLEY,,146,,2,43,clements
ALLISON W. STROH,BERKELEY,,14,,2,43,stroh
MICHAEL PHILLIPS,OAKLAND,,18,,3,49,phillips
JULIA K. SPURLOCK,SAN JOSE,,35,,-1,31,spurlock
EDGAR H. CASTELLANOS,GILROY,,14,,2,43,castellanos
JOHN K. BURKE,OAKLAND,22,33,,6,61,burke
ROBERT G. SPENCER,SAN MATEO,48,20,,-5,14,spencer
JERRY B. KIM,FAIRFIELD,,279,,-1,31,kim
BRIAN G. EDWARDS,PLEASANTON,,33,,-4,19,edwards
PETER H. TOM,FREMONT,,24,,4,53,tom
RENEE Y. HSIA,REDWOOD CITY,,44,,-5,14,hsia
MARK U. MUMM,SAN FRANCISCO,,84,,8,72,mumm
SARAH L. WELSH,HAYWARD,,107,,0,36,welsh
CHRISTOPHER T. ROOKE,SAN FRANCISCO,,62,,7,66,rooke
NEAL S. DICKLER,FREMONT,,506,,6,61,dickler
MOSES B. GRAUBARD,OAKLAND,,13,,-9,1,graubard
JOHN J. MEHARG,REDWOOD CITY,,124,,12,95,meharg
DAVID A. CHEN,BERKELEY,,68,,-2,27,chen
CHARLES R. ROSS,SAN FRANCISCO,21,477,,2,43,ross
JOHN A. LEONARD,WALNUT CREEK,,84,,8,72,leonard
JASON M. LAU,OAKLAND,,12,,-6,7,lau
WILFRED M. RICO,WALNUT CREEK,17,79,,6,61,rico
JULIE JUNG,SAN JOSE,,78,,9,79,jung
MARK D. HEWITT,OAKLAND,,12,,6,61,hewitt
KRISTINE A. REBIERO,OAKLAND,9,113,,-2,27,rebiero
STEVEN H. SEGERSTROM,MARYSVILLE,,19,,-7,6,segerstrom
DAVID GOLDSCHMID,PALO ALTO,,39,,6,61,goldschmid
TUCKER BIERBAUM,SANTA ROSA,,224,,-1,31,bierbaum
VANCE K. VANIER,SAN FRANCISCO,14,30,,-4,19,vanier
STEPHANIE LOVELL-ROSE,BERKELEY,16,12,,-6,7,lovell-rose
DONN R. ERICKSON,VALLEJO,,14,,4,53,erickson
LOUIS P. TRAN,EMERYVILLE,,172,,1,40,tran
ALASDAIR S. DONALD,SAN FRANCISCO,,45,,13,96,donald
JEANNE A. NOBLE,OAKLAND,,45,,-4,19,noble
BRANDON L. SHULMAN,OAKLAND,14,17,,4,53,shulman
MILAGROS A. GOMEZ,VACAVILLE,,29,,-6,7,gomez
LINDA L. KILHOFFER,EMERYVILLE,,31,,9,79,kilhoffer
YONG-YONG TAM,OAKLAND,38,11,,2,43,tam
SUN S. LIN,FREMONT,,14,,-9,1,lin
MARTIN J. GARCIA,OAKLAND,13,13,,4,53,garcia
CLARK BISHOP,CAMPBELL,,63,,9,79,bishop
HAROLD S. WOO,WALNUT CREEK,17,298,,1,40,woo
MARY A. FITZSIMONS,ANTIOCH,,55,,7,66,fitzsimons
JAMES E. STARR,BERKELEY,,228,,12,95,starr
RUSSELL U. BRAUN,SAN FRANCISCO,,30,,6,61,braun
TROY T. POPE,FAIRFIELD,,63,,8,72,pope
ROBERT D. COHEN,SONOMA,,71,,9,79,cohen
RAKHEE SHAH,PLEASANTON,23,16,,4,53,shah
CHRISTOPHER W. BARTON,SAN FRANCISCO,,26,,-6,7,barton
DWIGHT D. GAGGERO,SAN MATEO,29,61,,-3,24,gaggero
SAWSAWN HAYATDAVOUDI,SAN JOSE,,33,,6,61,hayatdavoudi
KATRINA BARNETT,EMERYVILLE,,476,,2,43,barnett
CATHERINE M. HURT,CONCORD,,224,,1,40,hurt
ANTONETTE ANDRES,EMERYVILLE,,16,,6,61,andres
ERICA TOSK,EMERYVILLE,,20,,-2,27,tosk
RICHARD S. CHEN,SAN JOSE,,13,,2,43,chen
EVELYN J. CHOW,HAYWARD,,13,,-9,1,chow
MONICA M. GASCON,SAN JOSE,,123,,9,79,gascon
LAWRENCE R. BURCHETT,MARTINEZ,8,115,,10,86,burchett
DAVID C. PLECQUE,SAN JOSE,16,18,,-8,3,plecque
THOMAS P. WELP,EMERYVILLE,,65,,7,66,welp
AMY M. GRUBERT,ANTIOCH,,16,,7,66,grubert
GARY MISHKIN,SAINT HELENA,,329,,0,36,mishkin
JUDITH R. KLEIN,SAN FRANCISCO,,26,,6,61,klein
EDWARD D. LEE,ALAMEDA,22,111,,11,91,lee
SANDRA K. SAUNDERS,OAKLAND,27,76,,2,43,saunders
CHERYL L. MCBRIDE,SAN JOSE,,17,,4,53,mcbride
TRACY PITCHER,EMERYVILLE,11,38,,6,61,pitcher
MAHWASH HIRMENDI,SAN JOSE,17,31,,-6,7,hirmendi
JOSELLE M. MONARCHI,BERKELEY,,40,,10,86,monarchi
DANH P. TA,HAYWARD,15,40,,-2,27,ta
BENJAMIN D. WIEDERHOLD,OAKLAND,7,236,,15,99,wiederhold
JORGE GONZALEZ,SEBASTOPOL,,115,,13,96,gonzalez
AARON A. BURCHFIELD,SAN LEANDRO,,159,,-1,31,burchfield
AARON J. HARRIES,OAKLAND,6,14,,4,53,harries
MARK BURACZYNSKI,MOUNTAIN VIEW,,16,,-7,6,buraczynski
EDWARD LEIKEN,SOUTH SAN FRANCISCO,,16,,-8,3,leiken
BRADLEY W. FRAZEE,OAKLAND,24,44,,14,98,frazee
ALAN M. GELB,SAN FRANCISCO,,20,,5,57,gelb
THOMAS E. DODSWORTH,LARKSPUR,,68,,8,72,dodsworth
DAVID K. CARTER,SAN JOSE,,48,,7,66,carter
DOUGLAS O'BRIEN,GREENBRAE,,16,,3,49,o'brien
MATTHEW P. BREWER,EMERYVILLE,6,23,,4,53,brewer
VIRGINIA A. SAUER,WALNUT CREEK,35,12,,-9,1,sauer
JEFFREY C. HONG,OAKLAND,,13,,-6,7,hong
HELEN C. KUO,RICHMOND,,15,,4,53,kuo
RUTH I. OCHOA,OAKLAND,9,20,,-4,19,ochoa
ANTHONY TKAC,MOUNTAIN VIEW,,89,,-2,27,tkac
CHERI FINALLE,SANTA CLARA,,17,,-5,14,finalle
DAVID N. GOLDSTEIN,MARTINEZ,,86,,-2,27,goldstein
ARNOLD J. SPANJERS,HAYWARD,39,14,,-6,7,spanjers
MARC SNYDER,SAN FRANCISCO,,51,,7,66,snyder
MARY C. MCNICHOLAS,EMERYVILLE,,23,,-5,14,mcnicholas
JEFFREY M. THOMAS,OAKLAND,,66,,10,86,thomas
STEVE E. GERMANY,SAN JOSE,,94,,8,72,germany
JAMES M. HOPKINS,MARTINEZ,,13,,-6,7,hopkins
ANNA M. DENHAM,SAN RAFAEL,18,12,,3,49,denham
JENNIFER E. CYRKLER,CASTRO VALLEY,,349,,1,40,cyrkler
RALPH J. DAMATO,CASTRO VALLEY,,134,,6,61,damato
LARISA NADUKHOVSKAYA,OAKLAND,13,91,,8,72,nadukhovskaya
JOCELYN F. GARRICK,OAKLAND,,52,,14,98,garrick
JOSE AYALA,OAKLAND,,15,,-5,14,ayala
GARRY GREY,MARYSVILLE,,19,,-3,24,grey
JEFFREY J. LEINEN,EMERYVILLE,23,74,,10,86,leinen
JEFFREY M. DAVIS,RICHMOND,,11,,-6,7,davis
MEGAN A. JOHNSTONE,SAN JOSE,,118,,9,79,johnstone
JENNIFER L. SPERANDIO,VACAVILLE,,11,,4,53,sperandio
ELDEN M. SCHULLER,DALY CITY,32,99,,9,79,schuller
GREGG A. MILLER,SAN FRANCISCO,,32,,5,57,miller
MICHAEL J. BRESLER,BURLINGAME,41,186,,0,36,bresler
THOMAS R. WALLIN,EMERYVILLE,,23,,5,57,wallin
ORON FRENKEL,SAN FRANCISCO,,31,,-5,14,frenkel
WAYNE E. FREEMAN,SANTA ROSA,,12,,3,49,freeman
COLIN M. BUCKS,REDWOOD CITY,,111,,12,95,bucks
LESLIE KRIMM,ANTIOCH,,12,,2,43,krimm
TIMOTHY J. DRAZEK,WALNUT CREEK,,494,,2,43,drazek
MICHAEL J. COSTELLO,PLEASANTON,21,73,,8,72,costello
KENNETH P. MOSES,OAKLAND,16,180,,-1,31,moses
CHRISTINE S. O'BRIEN,SAN FRANCISCO,,17,,-5,14,o'brien
CHRISTOPHER D. JOHNSON,HAYWARD,,26,,-3,24,johnson
MICHAEL S. GELFOND,OAKLAND,,20,,5,57,gelfond
AMY ADAMS,PETALUMA,12,91,,13,96,adams
JOHN F. BROWN,SAN FRANCISCO,,18,,4,53,brown
MARY J. CONNELL,SAN FRANCISCO,37,100,,9,79,connell
RICHARD J. OH,SANTA CLARA,20,20,,-4,19,oh
LORI MAGGIONCALDA,VALLEJO,,19,,-4,19,maggioncalda
MARIA L. MARTINS,EMERYVILLE,,22,,-7,6,martins
PRESTON C. MAXIM,SAN FRANCISCO,,69,,9,79,maxim
THOMAS W. CRAWFORD,SAN PABLO,,76,,11,91,crawford
GEORGE L. STERNBACK,DALY CITY,42,117,,9,79,sternback
PATRICIO M. CHAVEZ,ANTIOCH,33,71,,10,86,chavez
ALVIN TANG,RICHMOND,,12,,2,43,tang
ROBIN N. CLARK,CASTRO VALLEY,,29,,-4,19,clark
SHAUN PARTLOW,SAN PABLO,,58,,11,91,partlow
CYNTHIA B. CLARK,SAN RAFAEL,31,342,,2,43,clark
ANDREW C. NOTHMANN,OAKLAND,,66,,8,72,nothmann
RYAN M. ROMEISER,BERKELEY,12,111,,11,91,romeiser
BRETT S. NELSON,VALLEJO,26,21,,-7,6,nelson
DANIEL K. MCCORMACK,BERKELEY,,61,,7,66,mccormack
THOMAS V. TIGHE,WALNUT CREEK,,68,,10,86,tighe
CANDICE P. MCNEIL,PLEASANTON,,290,,-1,31,mcneil
ALAN J. GIANOTTI,BURLINGAME,20,245,,0,36,gianotti
FRANCES C. SCHLATTER,ANTIOCH,,656,,2,43,schlatter
ANGELIQUE TREMBLE,OAKLAND,,25,,10,86,tremble
AMANDEEP SINGH,OAKLAND,16,107,,1,40,singh
PETER P. CHAU,VALLEJO,27,19,,-4,19,chau
CHERIE A. HARGIS,OAKLAND,,223,,12,95,hargis
KELLEY R. FEELEY,OAKLAND,10,267,,0,36,feeley
LAURA E. STEINER,SAN JOSE,,28,,9,79,steiner
JAIME CINTADO,SAN FRANCISCO,15,12,,-6,7,cintado
MARK G. WILLS,SONOMA,,104,,-1,31,wills
ERIN G. LITTMANN,SAN PABLO,,26,,5,57,littmann
FARAMARZ MOTTALEI,NAPA,,420,,2,43,mottalei
GILLIAN L. EMBLAD,EMERYVILLE,,76,,8,72,emblad
MARK A. SLOMOFF,WALNUT CREEK,,451,,2,43,slomoff
CHRISTINE L. YIP,EMERYVILLE,,54,,0,36,yip
DANIEL F. MORRIS,FAIRFIELD,8,26,,-3,24,morris
STEPHANIE BLODGETT,MOUNTAIN VIEW,,75,,13,96,blodgett
STEPHEN H. HOFFMAN,SAN FRANCISCO,,43,,-3,24,hoffman
BECKY SCHMITZ,SAN FRANCISCO,,63,,8,72,schmitz
NAOMI V. MARKS,OAKLAND,,16,,5,57,marks
JOHN P. ANICETTI,VALLEJO,21,53,,-1,31,anicetti
VERNELL A. SMITH,SAN JOSE,19,19,,-3,24,smith
MICHAEL W. SUMMERS,SAN JOSE,,27,,5,57,summers
JEANNIE R. LABAT BUTLER,HAYWARD,,12,,2,43,labat butler
MARK J. PROVDA,WALNUT CREEK,,14,,-6,7,provda
DAVID C. KING,CASTRO VALLEY,,87,,2,43,king
SHALIN H. PATEL,SAN JOSE,,112,,11,91,patel
JESSICA M. CROSSON,OAKLAND,31,14,,-6,7,crosson
ROBERT A. ZIMMERMAN,SOUTH SAN FRANCISCO,,11,,-6,7,zimmerman
KAREN L. PIKE,SAN JOSE,,58,,9,79,pike
DARLENA M. MONET,SAN RAFAEL,22,15,,3,49,monet
SUZANNE LIPPERT,OAKLAND,,13,,2,43,lippert
ROBERT GOLOMB,OAKLAND,,25,,5,57,golomb
ELAINE E. NELSON,SAN JOSE,,18,,3,49,nelson
MILLAD RASHTI,SAN JOSE,,66,,12,95,rashti
ANNA D. ALONGI,EMERYVILLE,,35,,6,61,alongi
SHAO-I HUANG,HAYWARD,14,98,,11,91,huang
TONY H. YUAN,SAN JOSE,,524,,2,43,yuan
JOHN L. HARDIN,EMERYVILLE,,18,,-4,19,hardin
FREDERICK G. MINER,WALNUT CREEK,,12,,10,86,miner
YUSUKE F. KIMURA,OAKLAND,10,17,,-5,14,kimura
JONATHAN ROSENSON,BERKELEY,,20,,-4,19,rosenson
TANGIE LEWIS,ANTIOCH,,29,,7,66,lewis
LAWRENCE HSU,SOUTH SAN FRANCISCO,18,13,,-6,7,hsu
DANA STROME,SAN FRANCISCO,,61,,-3,24,strome
DAWN H. MAGDALIN-BETTS,HEALDSBURG,,196,,11,91,magdalin-betts
MARIA DE LA PAZ GUZMAN,SAN MATEO,,13,,2,43,guzman
DAVID H. LEVINSON,RICHMOND,33,11,,-8,3,levinson
RICHARD BERNINI,NAPA,44,24,,4,53,bernini
ALVARO F. HIDALGO,VALLEJO,15,15,,4,53,hidalgo
VICKI MAZZORANA,MOUNTAIN VIEW,,28,,1,40,mazzorana
ERIC ANDERSON,HAYWARD,,12,,-8,3,anderson
BARBARA L. BOND,OAKLAND,,62,,7,66,bond
THEOPHILE G. KOURY,WALNUT CREEK,21,151,,0,36,koury
KRISTEN DONALDSON,EMERYVILLE,,61,,7,66,donaldson
EDWARD J. BADDOUR,SOUTH SAN FRANCISCO,18,20,,-4,19,baddour
HAYDN H. LEUNG,SANTA CLARA,,12,,-9,1,leung
ELLIOT L. SNYDER,SAN MATEO,3,24,,-7,6,snyder
SHARON DABBY,SAN FRANCISCO,,151,,9,79,dabby
CAROLYN E. CARDAMONE,WALNUT CREEK,,76,,8,72,cardamone
CHARLOTTE P. WILLS,OAKLAND,,41,,13,96,wills
STEVEN W. HUI,WALNUT CREEK,,12,,-6,7,hui
SCOTT C. YU,EMERYVILLE,10,127,,5,57,yu
JARED K. HUBBELL,SONOMA,10,78,,9,79,hubbell
DAVID C. DENNIS,FAIRFIELD,42,72,,-3,24,dennis
CRYSTAL MIRAN,ANTIOCH,,22,,6,61,miran
ANTHONY M. MONTEFUSCO,SAN LEANDRO,20,30,,-1,31,montefusco
MARC J. ANDREWS,HAYWARD,,17,,-5,14,andrews
DELINA FAJARDO,SAN FRANCISCO,,64,,-2,27,fajardo
STEVEN H. LESSER,EL CERRITO,,444,,0,36,lesser
JACK B. POWER,HEALDSBURG,,18,,0,36,power
JAMES A. STECK,SANTA CLARA,,13,,-6,7,steck
MICHAEL ELKINS,GILROY,,39,,10,86,elkins
NANCY K. FARAH,GILROY,,26,,-4,19,farah
KAREN R. BEN-NUN,SAN MATEO,,65,,9,79,ben-nun
RACHEL M. BAKER,ANTIOCH,,14,,-7,6,baker
DOUGLAS R. TOLER,GILROY,,77,,8,72,toler
JOHN S. CHILES,WALNUT CREEK,,42,,8,72,chiles
ROBERT VALENTINE,OAKLAND,,33,,6,61,valentine
CHRISTIAN M. MCNEILL,SAN FRANCISCO,,36,,-3,24,mcneill
ROBERT F. BROWN,NAPA,,103,,9,79,brown
ERYN BREIG,SAN FRANCISCO,,46,,11,91,breig
CARON R. AGHAREZA,SAN CARLOS,,534,,0,36,aghareza
RADMILA GRIN,OAKLAND,11,24,,-5,14,grin
KENNETH S. KUMAMOTO,SAN LEANDRO,,74,,8,72,kumamoto
MARY E. JOHNSON,SAN FRANCISCO,15,66,,3,49,johnson
TIMOTHY C. GEE,NOVATO,35,28,,10,86,gee
PATRICK P. HAND,SAN FRANCISCO,22,261,,1,40,hand
LISA WU,SAN FRANCISCO,,24,,6,61,wu
SACHIE OSHIMA,HAYWARD,,305,,1,40,oshima
VIVEK J. PUPPALA,VALLEJO,10,29,,-3,24,puppala
TULLY WIEDMAN,DIXON,,86,,10,86,wiedman
FARHAD ZAMANI,VACAVILLE,22,17,,3,49,zamani
KENNETH FRAUSTO,OAKLAND,,36,,6,61,frausto
KATHLEEN PERKINS,HAYWARD,,79,,11,91,perkins
HERIBERTO OCASIO,SAN FRANCISCO,,62,,7,66,ocasio
TERI CHEW,SAN MATEO,10,25,,-6,7,chew
BELINDA B. BIRKNER,MARYSVILLE,,48,,10,86,birkner
JENNIFER S. CHANG,OAKLAND,,12,,-9,1,chang
JEREMY S. LYNN,OAKLAND,,40,,6,61,lynn
JOSHUA B. YOUNG,SANTA CLARA,,12,,-6,7,young
SUZAN R. GOODMAN,MOSS BEACH,,16,,3,49,goodman
AARON A. RANTAPAA,OAKLAND,,12,,3,49,rantapaa
MOLLY PHELPS,SAN MATEO,,29,,-4,19,phelps
ADIN H. LEVINE,OAKLAND,29,42,,7,66,levine
CHRISTINE SMITH,ANTIOCH,,19,,4,53,smith
MALIN SULLIVAN,SAN JOSE,,37,,11,91,sullivan
DAVID R. FREIHEIT,FREMONT,,251,,11,91,freiheit
DAVID B. CAMPELL,SANTA ROSA,39,125,,-1,31,campell
EDWARD Y. KAN,PLEASANTON,13,77,,8,72,kan
WILLIAM M. WEBSTER,MARYSVILLE,,329,,2,43,webster
KEVIN S. ERNSTING,SAN JOSE,17,18,,-5,14,ernsting
SEAMUS D. LONERGAN,SAN FRANCISCO,,79,,-2,27,lonergan
BO XU,SAN MATEO,,40,,-4,19,xu
ROGER YANG,SAN JOSE,13,17,,-8,3,yang
DREW S. CHAVINSON,MOUNTAIN VIEW,21,65,,7,66,chavinson
PAUL T. BARNES,SAN BRUNO,,66,,8,72,barnes
SURJIT K. NIJJAR,EMERYVILLE,,29,,-2,27,nijjar
CHRISTOPHER A. SASO,MOUNTAIN VIEW,,58,,11,91,saso
TRAVIS M. HARRIS,VALLEJO,14,171,,3,49,harris
CLEMENT C. YEH,SAN FRANCISCO,,16,,4,53,yeh
MARK E. WILLIAMS,HAYWARD,18,28,,-3,24,williams
VINCENT W. TORNABENE,BURLINGAME,,200,,0,36,tornabene
BARBARA R. CURRY-KAUFMAN,SOUTH SAN FRANCISCO,,30,,7,66,curry-kaufman
ERIC S. KENLEY,SAN JOSE,11,125,,11,91,kenley
KADEER M. HALIMI,FREMONT,,166,,10,86,halimi
MICHAEL J. PUTNAM,SAN JOSE,,167,,14,98,putnam
DIANA EMERSON,SAN MATEO,,17,,3,49,emerson
FELICIA H. KOSANOVICH,MOUNTAIN VIEW,,29,,-5,14,kosanovich
PETER J. PEREZ,SAN LEANDRO,22,14,,-9,1,perez
STEPHEN E. MILLER,OAKLAND,,29,,5,57,miller
MARGARITA C. BAUTISTA,SAN JOSE,,134,,10,86,bautista
MATTHEW J. VUKSINICH,MOSS BEACH,,17,,5,57,vuksinich
CHRISTOPHER D. WHITE,BURLINGAME,29,103,,3,49,white
PAULA A. ARRIAGA,SAN FRANCISCO,,75,,8,72,arriaga
VINO K. PALLI,SAN FRANCISCO,,288,,-1,31,palli
ROBERT F. BUSCHO,DALY CITY,46,60,,7,66,buscho
DENNIS K. ALFARO,PLEASANTON,27,287,,17,100,alfaro
RENATE M. NADLER,GILROY,,110,,11,91,nadler
JENNIFER M. WURZ,SAN LEANDRO,,45,,10,86,wurz
LISA L. MINSHALL,FREMONT,,15,,-5,14,minshall
PETER A. BINKLEY,GILROY,,87,,8,72,binkley
GREGG J. BEACH,NAPA,,217,,15,88,beach
KIM L. COOPER,BURLINGAME,25,120,,12,68,cooper
DANIEL CHIN,ALAMEDA,23,47,,10,48,chin
CAMERON M. PARRETT,NAPA,41,17,,6,20,parrett
LESLI D. HANDMACHER,BERKELEY,39,16,,-3,3,handmacher
JAMES E. VOLPONI,LIVERMORE,30,129,,12,68,volponi
JAMES E. HUNT,WINDSOR,22,263,,14,80,hunt
PAUL K. ROW,NAPA,15,596,,15,88,row
BRIAN A. GIN,FREMONT,8,57,,14,80,gin
KYNA WONG,SAN FRANCISCO,22,36,,10,48,wong
LINDA ANZALONE,FAIRFIELD,28,111,,15,88,anzalone
KEITH D. CHOW,SAN JOSE,21,31,,17,96,chow
MICHAEL MAKEDONSKY,SAN FRANCISCO,11,159,,18,98,makedonsky
BURTON E. WORRELL,SAN JOSE,46,54,,12,68,worrell
TUOW D. TING,WALNUT CREEK,19,273,,14,80,ting
SUZANNE D. HUANG,NOVATO,29,82,,12,68,huang
ALPADEVI SHROFF,SAN JOSE,,12,,10,48,shroff
JENNIFER P. WANG,MOUNTAIN VIEW,18,255,,15,88,wang
GREGORY A. KRASKOWSKY,ALAMO,14,27,,8,30,kraskowsky
CINDY Y. SAKIHARA,FREMONT,21,19,,11,56,sakihara
AMY LIU L. LONGACRE,PLEASANTON,36,12,,8,30,longacre
FAY F. NIAZI,HAYWARD,45,13,,5,17,niazi
JOSEPH J. LASUSKY,CONCORD,,147,,18,98,lasusky
CONI L. BLOOMINGCAMP,LIVERMORE,28,15,,7,25,bloomingcamp
RICHARD J. CHONG,SAN FRANCISCO,35,18,,12,68,chong
MARY E. DOUGHERTY,SARATOGA,19,29,,2,11,dougherty
SUE R. PUTNAM,SAN RAMON,23,17,,-1,6,putnam
STEVEN M. KAS,SAN JOSE,11,17,,17,96,kas
JEFFREY KO,SAN FRANCISCO,41,26,,11,56,ko
BRUCE D. GAYNOR,SANTA ROSA,25,20,,-6,2,gaynor
MENG S. LEE,SAN FRANCISCO,6,16,,-2,5,lee
TANIA M. MANTUA,NOVATO,24,12,,5,17,mantua
HARRY W. CHAN,FREMONT,35,42,,9,41,chan
ANDREW S. WILLIAMS,SAN FRANCISCO,33,553,,18,98,williams
GERALD T. PITTLER,PETALUMA,37,52,,11,56,pittler
PAULA D. SHADID,ROHNERT PARK,30,12,,8,30,shadid
JENNIFER QUIRANTE,PACIFICA,,34,,14,80,quirante
CARL HIRSCH,WALNUT CREEK,38,14,,8,30,hirsch
COLLEEN C. TASHIRO,OAKLAND,33,25,,9,41,tashiro
JOYCE KIM,SUNNYVALE,33,48,,2,11,kim
MARK V. MINGRONE,SARATOGA,29,109,,4,13,mingrone
BEVERLY D. JUE SMITH,SAN RAMON,30,25,,1,10,jue smith
BRYAN DOHERTY,CONCORD,15,19,,8,30,doherty
JAMES M. HARMON,SANTA ROSA,41,108,,14,80,harmon
JOYCE I. HSIEH,DALY CITY,,22,,-7,1,hsieh
RICHARD C. ASTON,PETALUMA,,18,,6,20,aston
LINDA A. CUSHING,WALNUT CREEK,25,23,,7,25,cushing
NICHOLAS G. KERRY,SAN ANSELMO,,45,,8,30,kerry
ALAN B. CHAN,SAN FRANCISCO,,11,,6,20,chan
PAUL R. MILLER,HEALDSBURG,48,80,,10,48,miller
LORA G. POND,NOVATO,30,24,,7,25,pond
MICHAEL A. MCDERMOTT,DANVILLE,33,11,,4,13,mcdermott
RICHARD H. MARCUS,ALAMEDA,28,14,,9,41,marcus
MAN-WA LAM,FREMONT,28,96,,12,68,lam
LEONARD P. GOLDSCHMIDT,CASTRO VALLEY,28,53,,10,48,goldschmidt
BRENT P. CHINN,MOUNTAIN VIEW,22,12,,9,41,chinn
MATTHEW R. HILEMAN,SAINT HELENA,12,90,,16,93,hileman
THAO BUU,MILPITAS,,42,,11,56,buu
LESLIE J. WEIL,SAN CARLOS,24,235,,19,100,weil
JAY R. DELANEY,SAN RAMON,20,13,,11,56,delaney
PETER W. ROSS,CAMPBELL,45,30,,12,68,ross
PETER H. TAYLOR,CAMPBELL,32,28,,12,68,taylor
SAMIR B. SHAH,WALNUT CREEK,17,13,,4,13,shah
THOMAS J. MCDONALD,WALNUT CREEK,,108,,14,80,mcdonald
JOHN M. NEISHI,SAN LEANDRO,27,39,,9,41,neishi
WAYNE L. MARTIN,WALNUT CREEK,46,29,,11,56,martin
JESSIE Y. HWANG,MENLO PARK,15,49,,0,7,hwang
JOHN C. ALDEN,OAKLAND,,379,,15,88,alden
RICHARD G. JOYCE,BENICIA,27,35,,12,68,joyce
KAREN A. GRIFFITH,PETALUMA,26,101,,12,68,griffith
MARK C. BOWMAN,SANTA ROSA,31,218,,14,80,bowman
STELLA LEVIN,CASTRO VALLEY,,26,,9,41,levin
LAI-SUNG E. LEUNG,SAN FRANCISCO,44,417,,15,88,leung
EMILY H. DO,SAN JOSE,28,127,,12,68,do
LAUREN PHAM,MILPITAS,,25,,10,48,pham
MICHAEL F. FAURIA,FREMONT,30,15,,11,56,fauria
NANCY A. JAMESON,NAPA,27,561,,14,80,jameson
ROBERT C. CROWE,MORGAN HILL,38,26,,9,41,crowe
