fullname,city,yearspracticing,proc,pharmadollars,services_count,score,test,last
KAYTHA CLAWSON,REDWOOD CITY,13,Cancer screen w pelvic of breast exam,,12,3,4,CLAWSON
SEAN P. HENNESSEY,VALLEJO,,Cancer screen w pelvic of breast exam,,14,3,4,HENNESSEY
JULIANNE O'CALLAHAN,REDWOOD CITY,22,Cancer screen w pelvic of breast exam,,18,4,15,O'CALLAHAN
HAICHUN XIE,BURLINGAME,20,Cancer screen w pelvic of breast exam,,12,5,17,XIE
CAROLYN J. MANNON,MENLO PARK,15,Cancer screen w pelvic of breast exam,,16,5,17,MANNON
KANDICE BANDY,MOUNTAIN VIEW,9,Cancer screen w pelvic of breast exam,,18,5,17,BANDY
JILL D. FOLEY,ORINDA,17,Cancer screen w pelvic of breast exam,,21,5,17,FOLEY
DANIELLE M. WALKER,SAUSALITO,14,Cancer screen w pelvic of breast exam,,17,5,17,WALKER
CARRIE ROTHSTEIN,MENLO PARK,17,Cancer screen w pelvic of breast exam,,17,5,17,ROTHSTEIN
ROSEMARY DELGADO,WALNUT CREEK,27,Cancer screen w pelvic of breast exam,,21,6,26,DELGADO
ANNA V. SAPUGAY,CASTRO VALLEY,19,Cancer screen w pelvic of breast exam,,32,6,26,SAPUGAY
CHERI J. FORRESTER,SAUSALITO,33,Cancer screen w pelvic of breast exam,,27,6,26,FORRESTER
ELISABETH R. WIDMAN,SAN RAFAEL,39,Cancer screen w pelvic of breast exam,,13,6,26,WIDMAN
IRINA NOSOVSKY,FAIRFIELD,,Cancer screen w pelvic of breast exam,,17,6,26,NOSOVSKY
MARIAN KIM,REDWOOD CITY,24,Cancer screen w pelvic of breast exam,,25,6,26,KIM
GARY HOFF,REDWOOD CITY,30,Cancer screen w pelvic of breast exam,,26,6,26,HOFF
SADIA HAIDER,SAN FRANCISCO,,Cancer screen w pelvic of breast exam,,22,6,26,HAIDER
MARLENE H. FREEMAN,FAIRFIELD,21,Cancer screen w pelvic of breast exam,,28,6,26,FREEMAN
HELEN E. MATTHEWS,CASTRO VALLEY,15,Cancer screen w pelvic of breast exam,,17,7,41,MATTHEWS
NAMITA SINGH,OAKLAND,15,Cancer screen w pelvic of breast exam,,36,7,41,SINGH
CONNIE T. TAN,MOUNTAIN VIEW,27,Cancer screen w pelvic of breast exam,,23,7,41,TAN
JULIE J. HUH,SAN FRANCISCO,16,Cancer screen w pelvic of breast exam,,17,7,41,HUH
ELENA A. GATES,SAN FRANCISCO,33,Cancer screen w pelvic of breast exam,,35,7,41,GATES
ELWOOD L. KRONICK,WALNUT CREEK,55,Cancer screen w pelvic of breast exam,,56,7,41,KRONICK
DIANE K. GRIFFITH-PARKER,VACAVILLE,,Cancer screen w pelvic of breast exam,,21,7,41,GRIFFITH-PARKER
ALEXIS A. CARDELLINI,GREENBRAE,9,Cancer screen w pelvic of breast exam,,11,7,41,CARDELLINI
NATASHA A. KAHL,SANTA ROSA,19,Cancer screen w pelvic of breast exam,,34,8,54,KAHL
KYLA A. YEE,ANTIOCH,12,Cancer screen w pelvic of breast exam,,51,8,54,YEE
KAREN M. CARLSON,DUBLIN,23,Cancer screen w pelvic of breast exam,,30,8,54,CARLSON
ANDREW H. JUROW,BURLINGAME,40,Cancer screen w pelvic of breast exam,,36,8,54,JUROW
SCOTT D. EATON,LIVERMORE,14,Cancer screen w pelvic of breast exam,,15,8,54,EATON
ELIZABETH KANWIT,BERKELEY,,Cancer screen w pelvic of breast exam,,54,8,54,KANWIT
LAURA NORRELL,SAN FRANCISCO,23,Cancer screen w pelvic of breast exam,,14,9,63,NORRELL
LOUIS A. KLEIN,WALNUT CREEK,44,Cancer screen w pelvic of breast exam,,18,9,63,KLEIN
JANINE E. SENIOR,WALNUT CREEK,26,Cancer screen w pelvic of breast exam,,67,9,63,SENIOR
KATARINA LANNER-CUSIN,BERKELEY,33,Cancer screen w pelvic of breast exam,,70,9,63,LANNER-CUSIN
MICHELLE M. OLIVEIRA,DUBLIN,23,Cancer screen w pelvic of breast exam,,48,9,63,OLIVEIRA
UN HUI HAR,MOUNTAIN VIEW,14,Cancer screen w pelvic of breast exam,,20,10,71,HAR
CATHERINE A. GRELLET,LOS GATOS,,Cancer screen w pelvic of breast exam,,25,10,71,GRELLET
EMILY N. HU,DALY CITY,14,Cancer screen w pelvic of breast exam,,13,10,71,HU
JING DAI,FREMONT,11,Cancer screen w pelvic of breast exam,,29,10,71,DAI
MANJARI ARAVAMUTHAN,SAN JOSE,26,Cancer screen w pelvic of breast exam,,20,10,71,ARAVAMUTHAN
LIZELLEN LAFOLLETTE,GREENBRAE,26,Cancer screen w pelvic of breast exam,,73,10,71,LAFOLLETTE
FREDERICK R. ANDERSON,DANVILLE,44,Cancer screen w pelvic of breast exam,,55,10,71,ANDERSON
STEPHEN R. WELLS,WALNUT CREEK,24,Cancer screen w pelvic of breast exam,,50,10,71,WELLS
MARYAM ARJOMAND,SAN MATEO,20,Cancer screen w pelvic of breast exam,,13,11,84,ARJOMAND
MARY LOWEN,WALNUT CREEK,37,Cancer screen w pelvic of breast exam,,26,12,86,LOWEN
MAUREEN O. KHOO,LOS GATOS,22,Cancer screen w pelvic of breast exam,,15,12,86,KHOO
NONA CUNNINGHAM,GREENBRAE,29,Cancer screen w pelvic of breast exam,,58,12,86,CUNNINGHAM
SYLVIA FLORES,GREENBRAE,29,Cancer screen w pelvic of breast exam,,73,13,91,FLORES
ANJALI SAHAI,MOUNTAIN VIEW,17,Cancer screen w pelvic of breast exam,,40,13,91,SAHAI
EMIL EYVAZZADEH,SAN RAMON,41,Cancer screen w pelvic of breast exam,,20,13,91,EYVAZZADEH
BARBARA A. PHELPS-SANDALL,MOUNTAIN VIEW,25,Cancer screen w pelvic of breast exam,,34,15,96,PHELPS-SANDALL
KAREN E. KUNZEL,LOS GATOS,25,Cancer screen w pelvic of breast exam,,74,17,97,KUNZEL
SUSAN C. LOGAN,SANTA ROSA,,Cancer screen w pelvic of breast exam,,119,18,99,LOGAN
MARC-ALAN IWAHASHI,CUPERTINO,27,Chest x-ray,403,11,-2,1,IWAHASHI
MARIANNA CAPONIGRO,OAKLAND,21,Chest x-ray,,12,2,1,CAPONIGRO
BRETT LEE,HAYWARD,12,Chest x-ray,,25,2,1,LEE
MASAYASU KIHIRA,SAN MATEO,31,Chest x-ray,,13,2,1,KIHIRA
DEAN M. GENES,VALLEJO,31,Chest x-ray,,12,2,1,GENES
ROBERT B. BURNS,SAN JOSE,24,Chest x-ray,,14,2,1,BURNS
KAVITA V. MAMTORA,SANTA ROSA,20,Chest x-ray,,12,2,1,MAMTORA
JUN WU,SAN FRANCISCO,16,Chest x-ray,,15,3,5,WU
PAULA M. TORRES-STEIN,HAYWARD,,Chest x-ray,,17,3,5,TORRES-STEIN
MELANIE A. MARTIN,CAMPBELL,28,Chest x-ray,,12,3,5,MARTIN
BEN S. WONG,SAN JOSE,15,Chest x-ray,,16,3,5,WONG
SAMUEL I. BARONOFSKY,OAKLAND,19,Chest x-ray,,24,4,8,BARONOFSKY
STEFANIE WEINSTEIN,SAN JOSE,14,Chest x-ray,,20,4,8,WEINSTEIN
HARRIET C. SMITH,HAYWARD,31,Chest x-ray,,30,5,9,SMITH
SHAWN R. VAN BOCKEL,SAN JOSE,32,Chest x-ray,,32,5,9,BOCKEL
SUSAN M. SALAZAR,EMERYVILLE,,Chest x-ray,,11,5,9,SALAZAR
"KC IMAGING, LLC",RICHMOND,,Chest x-ray,,12,5,9,LLC
DONALD T. GODBOLD,SAN JOSE,26,Chest x-ray,,17,5,9,GODBOLD
ERIC H. CHEN,VALLEJO,9,Chest x-ray,,21,6,12,CHEN
ADAM GAMSE,OAKLAND,,Chest x-ray,,23,6,12,GAMSE
SUNDEEP NAYAK,LIVERMORE,23,Chest x-ray,3666,57,6,12,NAYAK
COLLIN MAR,WALNUT CREEK,,Chest x-ray,,11,7,14,MAR
ALLAN E. FISCH,SAN FRANCISCO,45,Chest x-ray,,11,7,14,FISCH
BRIAN D. MCBETH,SAN FRANCISCO,,Chest x-ray,,19,7,14,MCBETH
HENRY W. TURKEL,EMERYVILLE,,Chest x-ray,,32,7,14,TURKEL
THOMAS L. HUANG,SAN FRANCISCO,13,Chest x-ray,,13,7,14,HUANG
LISA T. CHENG,OAKLAND,,Chest x-ray,,27,7,14,CHENG
SAPNA S. REDDY,WALNUT CREEK,19,Chest x-ray,,13,7,14,REDDY
BRIAN R. POTTS,BERKELEY,,Chest x-ray,,25,7,14,POTTS
JEFFREY D. WEITZMAN,GREENBRAE,,Chest x-ray,,13,7,14,WEITZMAN
JONATHAN M. SINGH,WALNUT CREEK,17,Chest x-ray,,12,7,14,SINGH
DANIEL E. SIEDLER,REDWOOD CITY,33,Chest x-ray,,12,7,14,SIEDLER
MICHAEL J. RIZZO,OAKLAND,30,Chest x-ray,,14,7,14,RIZZO
ALLAN DRABINSKY,CONCORD,35,Chest x-ray,,44,8,22,DRABINSKY
JOHN W. WU,SANTA CLARA,22,Chest x-ray,,17,8,22,WU
SUSAN HATTORI-OYAMA,VALLEJO,30,Chest x-ray,,16,8,22,HATTORI-OYAMA
CARMIE CHAN,REDWOOD CITY,10,Chest x-ray,,16,8,22,CHAN
BRENDAN BOTTARI,SANTA ROSA,18,Chest x-ray,,16,8,22,BOTTARI
SULEIMAN J. THEODOSSY,OAKLAND,21,Chest x-ray,,15,8,22,THEODOSSY
EDWARD STUMP,SAINT HELENA,,Chest x-ray,,60,8,22,STUMP
BETH L. BRATT,SAN JOSE,,Chest x-ray,,18,8,22,BRATT
NANCY LAI,SAN MATEO,19,Chest x-ray,,12,8,22,LAI
DAVID B. LIM,OAKLAND,22,Chest x-ray,,18,8,22,LIM
RACHEL C. PEARL,SAN FRANCISCO,,Chest x-ray,,12,8,22,PEARL
MEENESH A. BHIMANI,SAN JOSE,13,Chest x-ray,,25,8,22,BHIMANI
SUSAN C. HERMANSON,VALLEJO,,Chest x-ray,,13,9,29,HERMANSON
JACQUE R. JUMPER,OAKLAND,20,Chest x-ray,,20,9,29,JUMPER
ANTHONY F. WAECHTER,WALNUT CREEK,15,Chest x-ray,,21,9,29,WAECHTER
LAWNIE-LYN U. LAU,SANTA CLARA,17,Chest x-ray,,12,9,29,LAU
ANTO SEDLIC,SAN FRANCISCO,,Chest x-ray,,17,9,29,SEDLIC
GULSHAN BHATIA,SAN JOSE,,Chest x-ray,,31,9,29,BHATIA
PATRICIA RICHMOND,WALNUT CREEK,11,Chest x-ray,,14,9,29,RICHMOND
MARGARET A. LYNCH,OAKLAND,31,Chest x-ray,,12,9,29,LYNCH
SONALI WADHWA,OAKLAND,16,Chest x-ray,,12,9,29,WADHWA
MARSHA ROBERTS,WALNUT CREEK,20,Chest x-ray,,12,9,29,ROBERTS
BRIAN L. BAKER,SANTA CLARA,27,Chest x-ray,,11,9,29,BAKER
JONATHAN L. MATES,WALNUT CREEK,15,Chest x-ray,,12,9,29,MATES
GINA K. SONG,OAKLAND,11,Chest x-ray,,22,9,29,SONG
MICHAEL R. HINES,VALLEJO,23,Chest x-ray,,18,10,38,HINES
VICTORIA A. CLAGUE,SAN RAFAEL,15,Chest x-ray,,18,10,38,CLAGUE
ISAAC L. KAPLAN,VALLEJO,32,Chest x-ray,,27,10,38,KAPLAN
GRACE Y. FAN,OAKLAND,19,Chest x-ray,,28,10,38,FAN
MICHAEL D. HOPE,SAN FRANCISCO,10,Chest x-ray,,229,10,38,HOPE
STEPHEN S. EISENBERG,SANTA ROSA,,Chest x-ray,,15,10,38,EISENBERG
AMITA BHANDARI,SOUTH SAN FRANCISCO,,Chest x-ray,,16,10,38,BHANDARI
DANIEL R. LIM,FREMONT,19,Chest x-ray,,17,10,38,LIM
ANDREW A. NGUYEN,REDWOOD CITY,15,Chest x-ray,,15,10,38,NGUYEN
KATHLEEN P. MARINI,SANTA CLARA,,Chest x-ray,,17,10,38,MARINI
JAYSHEEL J. MEHTA,WALNUT CREEK,23,Chest x-ray,,17,10,38,MEHTA
KERRY S. SHIRAKI,SANTA CLARA,20,Chest x-ray,,18,10,38,SHIRAKI
CLIFFORD F. SWEET,SANTA ROSA,21,Chest x-ray,,18,10,38,SWEET
OLEGARIO J. LARA,SANTA CLARA,21,Chest x-ray,,16,10,38,LARA
JOHN D. NOONAN,SAN JOSE,42,Chest x-ray,,189,10,38,NOONAN
STEFAN HALLER,FREMONT,28,Chest x-ray,,17,10,38,HALLER
SHERRY A. BUTLER,REDWOOD CITY,33,Chest x-ray,,17,10,38,BUTLER
RICHARD C. KUNO,HAYWARD,23,Chest x-ray,,15,10,38,KUNO
DAVID MADWED,SAN JOSE,25,Chest x-ray,,149,10,38,MADWED
EDWARD Y. KAO,SAN JOSE,11,Chest x-ray,,17,10,38,KAO
STEVEN M. ALEXANDER,SAN JOSE,,Chest x-ray,,17,10,38,ALEXANDER
CAREY S. LINKER,FREMONT,,Chest x-ray,,16,10,38,LINKER
GRANT R. LINDEE,SANTA ROSA,30,Chest x-ray,,18,10,38,LINDEE
LARRY E. YEAGER,REDWOOD CITY,38,Chest x-ray,,15,10,38,YEAGER
MICHAEL J. DUH,SOUTH SAN FRANCISCO,15,Chest x-ray,,18,10,38,DUH
DAVID L. KAUFMAN,SANTA ROSA,,Chest x-ray,,15,10,38,KAUFMAN
KATHERINE R. VICKERY,SANTA ROSA,29,Chest x-ray,,24,11,54,VICKERY
JASKIRAN K. GREWAL,SAN JOSE,9,Chest x-ray,,22,11,54,GREWAL
LISA L. KINOSHITA,OAKLAND,18,Chest x-ray,,21,11,54,KINOSHITA
DAVID A. KATZ,SAN JOSE,27,Chest x-ray,,24,11,54,KATZ
CHESTER K. LAU,SANTA CLARA,36,Chest x-ray,,24,11,54,LAU
CAM TRAN,SAN JOSE,11,Chest x-ray,,20,11,54,TRAN
EMELINA M. FA,HAYWARD,25,Chest x-ray,,24,11,54,FA
CHERYL KAHN,SAN RAFAEL,35,Chest x-ray,,20,11,54,KAHN
IRA E. KANTER,OAKLAND,55,Chest x-ray,,15,11,54,KANTER
TITUS R. KOENIG,SANTA ROSA,25,Chest x-ray,,24,11,54,KOENIG
GLORIA J. CHANG,SOUTH SAN FRANCISCO,,Chest x-ray,,22,11,54,CHANG
GREGORY J. SABO,FREMONT,12,Chest x-ray,,22,11,54,SABO
BRETT M. ELICKER,SAN FRANCISCO,14,Chest x-ray,,2116,11,54,ELICKER
GRANT E. STANLEY,SANTA CLARA,14,Chest x-ray,,20,11,54,STANLEY
JOHN R. LOGAN,SANTA CLARA,38,Chest x-ray,,16,11,54,LOGAN
ERIC GELINO,SAN RAFAEL,14,Chest x-ray,,22,11,54,GELINO
ALAN A. LAROCQUE,SANTA ROSA,34,Chest x-ray,,20,11,54,LAROCQUE
LELAND G. MEW,CONCORD,,Chest x-ray,,32,11,54,MEW
VIKTOR NAIMAN,VALLEJO,43,Chest x-ray,,22,11,54,NAIMAN
JULIE A. HERSK,FAIRFIELD,11,Chest x-ray,,37,11,54,HERSK
JEFFREY TSENG,SAN JOSE,17,Chest x-ray,,185,11,54,TSENG
ELIZABETH W. GREER,SAN RAFAEL,15,Chest x-ray,,19,11,54,GREER
GABRIEL GONZALEZ,SAN JOSE,9,Chest x-ray,,21,11,54,GONZALEZ
DANIEL R. PENN,SANTA ROSA,16,Chest x-ray,,24,11,54,PENN
RITA PATEL JOSHI,SANTA CLARA,19,Chest x-ray,,20,11,54,JOSHI
SHERVINE SHIRAZI,WALNUT CREEK,18,Chest x-ray,,22,11,54,SHIRAZI
DEREK S. KUBOTA,OAKLAND,17,Chest x-ray,,20,11,54,KUBOTA
KURT M. DIBBERN,SAN RAFAEL,21,Chest x-ray,,27,12,72,DIBBERN
THOMAS M. FOWLER,SAN JOSE,26,Chest x-ray,,55,12,72,FOWLER
IAN AHWAH,VALLEJO,30,Chest x-ray,,58,12,72,AHWAH
PRASAD A. MURTHY,SAN RAFAEL,14,Chest x-ray,,26,12,72,MURTHY
JENNIFER GRAYZAR,CONCORD,20,Chest x-ray,,48,12,72,GRAYZAR
DEBORAH A. KASS,REDWOOD CITY,,Chest x-ray,,25,12,72,KASS
JEFFREY D. DIEDEN,OAKLAND,32,Chest x-ray,,27,12,72,DIEDEN
KENT S. SMITH,SANTA CLARA,31,Chest x-ray,,32,12,72,SMITH
BHAVANI NAGINANI,CUPERTINO,,Chest x-ray,,26,12,72,NAGINANI
PAUL G. STEVENS,SAN RAFAEL,30,Chest x-ray,,27,12,72,STEVENS
JEFFREY F. RUEDA,OAKLAND,20,Chest x-ray,,25,12,72,RUEDA
ROBERT J. WONG,VALLEJO,32,Chest x-ray,,32,12,72,WONG
LINDSAY S. CHENG,WALNUT CREEK,15,Chest x-ray,,28,12,72,CHENG
MATTHEW S. CLEVELAND,EMERYVILLE,,Chest x-ray,,56,12,72,CLEVELAND
GARY KLAPMAN,MOUNTAIN VIEW,40,Chest x-ray,,53,12,72,KLAPMAN
PATRICIA R. SILVER,VALLEJO,,Chest x-ray,,27,12,72,SILVER
JUDY H. SIU,SAN FRANCISCO,33,Chest x-ray,,50,12,72,SIU
BARBARA E. DEMAS,REDWOOD CITY,36,Chest x-ray,,26,12,72,DEMAS
JOHN A. UHL,MOUNTAIN VIEW,,Chest x-ray,,76,13,83,UHL
SIDNEY CHAN,WALNUT CREEK,18,Chest x-ray,,37,13,83,CHAN
SUNHEE LEE,SANTA CLARA,25,Chest x-ray,,33,13,83,LEE
TAMI L. GASH-KIM,GREENBRAE,,Chest x-ray,,98,13,83,GASH-KIM
TERRI O. SNOW,HEALDSBURG,,Chest x-ray,,27,13,83,SNOW
GANESAN SRIRAM,HAYWARD,30,Chest x-ray,,36,13,83,SRIRAM
MICHAEL SEFTCHICK,ANTIOCH,9,Chest x-ray,,86,13,83,SEFTCHICK
JUDE J. MOORE,SAN PABLO,23,Chest x-ray,,74,13,83,MOORE
NORA E. CANTY,OAKLAND,19,Chest x-ray,,33,13,83,CANTY
ROSS E. LULU,SANTA CLARA,36,Chest x-ray,,35,13,83,LULU
SUDHA KARUPAIAH,SAN JOSE,22,Chest x-ray,,20,13,83,KARUPAIAH
NITIN S. ATHAVALE,SANTA CLARA,23,Chest x-ray,,33,13,83,ATHAVALE
EDDY Q. PHO,WALNUT CREEK,20,Chest x-ray,,50,14,91,PHO
KENNETH L. HOFFMAN,SAN JOSE,29,Chest x-ray,,56,14,91,HOFFMAN
MARCIA MCCOWIN,SAN FRANCISCO,,Chest x-ray,,135,14,91,MCCOWIN
ANDREA L. BARON,SAN JOSE,27,Chest x-ray,,62,14,91,BARON
JOHN CANTWELL,SANTA CLARA,65,Chest x-ray,,30,14,91,CANTWELL
STEPHEN M. FARRELL,FAIRFIELD,33,Chest x-ray,,49,14,91,FARRELL
HENRY KLEINBERG,SAN JOSE,,Chest x-ray,,52,14,91,KLEINBERG
COREY M. LONG,ANTIOCH,9,Chest x-ray,,102,14,91,LONG
WILLIAM HODDICK,WALNUT CREEK,35,Chest x-ray,,773,15,96,HODDICK
JENNIFER L. SALINE,SAN FRANCISCO,,Chest x-ray,,107,16,97,SALINE
VINCENT D. BURKE,REDWOOD CITY,36,Chest x-ray,,1148,16,97,BURKE
ARTHUR E. LI,BURLINGAME,15,Chest x-ray,,284,16,97,LI
JOHN E. TURNS,SAN RAMON,35,Chest x-ray,,191,17,99,TURNS
CHRISTOPHER J. SCHULTZ,NAPA,19,Chest x-ray,,749,18,99,SCHULTZ
BAILEY LEE,ANTIOCH,,Chest x-ray,,979,19,100,LEE
KATHY M. NGUYEN,SAN JOSE,,Chiropractic manipulation,,114,-1,1,NGUYEN
BOB NGUYEN,SAN JOSE,17,Chiropractic manipulation,,1204,3,1,NGUYEN
HAN D. NGUYEN,SAN JOSE,15,Chiropractic manipulation,,360,3,1,NGUYEN
TRUC N. PHAM,SAN JOSE,15,Chiropractic manipulation,,3408,4,1,PHAM
VUONG D. PHAM,SAN JOSE,15,Chiropractic manipulation,,677,5,1,PHAM
LAI D. NGUYEN,SAN JOSE,15,Chiropractic manipulation,,127,6,1,NGUYEN
SOPHIE N. BLANCHARD,ALAMEDA,20,Chiropractic manipulation,,35,7,2,BLANCHARD
DALE A. GIESSMAN,BRENTWOOD,,Chiropractic manipulation,,25,7,2,GIESSMAN
JONATHAN SMITH,SAN RAFAEL,15,Chiropractic manipulation,,52,7,2,SMITH
STEPHEN C. WATSON,MOUNTAIN VIEW,37,Chiropractic manipulation,,41,7,2,WATSON
KEVIN WONG,ORINDA,18,Chiropractic manipulation,377,39,7,2,WONG
DOUGLAS A. GEORGE,SAN JOSE,21,Chiropractic manipulation,,47,8,2,GEORGE
JORN T. JENSEN,LOS GATOS,20,Chiropractic manipulation,,74,8,2,JENSEN
DARRIN D. BERARDI,FAIRFIELD,25,Chiropractic manipulation,,72,8,2,BERARDI
DANG KHOA TRAN,SAN JOSE,15,Chiropractic manipulation,,58,8,2,TRAN
CYNTHIA M. GUILLETT,SAN JOSE,33,Chiropractic manipulation,,53,8,2,GUILLETT
ALAN K. IANNACCONE,BRENTWOOD,19,Chiropractic manipulation,,22,8,2,IANNACCONE
PAMELA DANIELS,SAN JOSE,17,Chiropractic manipulation,,82,8,2,DANIELS
RAQUELLE MARTINS,CASTRO VALLEY,6,Chiropractic manipulation,,122,9,4,MARTINS
ANALISA WEDEMEYER,SUNNYVALE,,Chiropractic manipulation,,15,9,4,WEDEMEYER
KRISTINA A. IRVIN,SAN JOSE,27,Chiropractic manipulation,,76,9,4,IRVIN
LETITIA M. HESHMAT,PALO ALTO,9,Chiropractic manipulation,,101,9,4,HESHMAT
JUSTIN T. VO,OAKLAND,,Chiropractic manipulation,,63,9,4,VO
SHARON M. DITTMER,MILL VALLEY,32,Chiropractic manipulation,,120,9,4,DITTMER
PHU Q. TRAN,SAN JOSE,14,Chiropractic manipulation,,91,9,4,TRAN
NANCY S. ROCKS,SANTA ROSA,24,Chiropractic manipulation,,16,9,4,ROCKS
JOSEPH TANNOUS,SAN MATEO,14,Chiropractic manipulation,,108,9,4,TANNOUS
GREGORY J. KAUFMAN,BENICIA,25,Chiropractic manipulation,,53,9,4,KAUFMAN
RYAN D. LAZARUS,NAPA,10,Chiropractic manipulation,,37,9,4,LAZARUS
JORDAN J. SAVARA,MENLO PARK,7,Chiropractic manipulation,,69,9,4,SAVARA
BRANDON M. HOLMES,WALNUT CREEK,10,Chiropractic manipulation,,91,9,4,HOLMES
MICHAEL G. RIDGEWAY,SANTA ROSA,31,Chiropractic manipulation,,157,9,4,RIDGEWAY
LAUREL M. REID,SAN MATEO,25,Chiropractic manipulation,,85,9,4,REID
JAGTAR DHESI,SAN RAMON,14,Chiropractic manipulation,,93,9,4,DHESI
DAVID M. BENNETT,SUNNYVALE,8,Chiropractic manipulation,,149,10,6,BENNETT
RONNIE QUESADA,PITTSBURG,39,Chiropractic manipulation,,115,10,6,QUESADA
DAVID G. RENBARGER,LOS GATOS,36,Chiropractic manipulation,,79,10,6,RENBARGER
KATHRYN C. RILEY,SUNNYVALE,33,Chiropractic manipulation,,165,10,6,RILEY
ROBERT J. AMMON,LIVERMORE,31,Chiropractic manipulation,,57,10,6,AMMON
KELLY M. HALL,DANVILLE,,Chiropractic manipulation,,224,10,6,HALL
K ROBYN KUBO-MANLEY,SAN JOSE,18,Chiropractic manipulation,,31,10,6,KUBO-MANLEY
ANTHONY M. TRAN,MILPITAS,21,Chiropractic manipulation,,60,10,6,TRAN
SHANDA M. FULLER,DANVILLE,14,Chiropractic manipulation,,167,10,6,FULLER
NEGAR NAVID,ALAMEDA,6,Chiropractic manipulation,,196,10,6,NAVID
PHILLIP D. KOTZAN,SAN CARLOS,7,Chiropractic manipulation,,81,10,6,KOTZAN
BAHAR NEHAWANDIAN,SAN JOSE,19,Chiropractic manipulation,,279,10,6,NEHAWANDIAN
RISHI SHAHANI,FREMONT,11,Chiropractic manipulation,,185,10,6,SHAHANI
STRPHEN J. TAYLOR,NAPA,45,Chiropractic manipulation,,177,10,6,TAYLOR
HERENA KIM,SAN FRANCISCO,18,Chiropractic manipulation,,67,10,6,KIM
JAMES M. PEDREIRO,CAMPBELL,17,Chiropractic manipulation,,76,10,6,PEDREIRO
GALINA NAYFELD,SAN FRANCISCO,24,Chiropractic manipulation,,134,10,6,NAYFELD
DANIEL AUER,CUPERTINO,6,Chiropractic manipulation,,45,10,6,AUER
CAROL FERRARO,SAN FRANCISCO,,Chiropractic manipulation,,50,10,6,FERRARO
JEFFREY K. FILIPPI,REDWOOD CITY,32,Chiropractic manipulation,,36,10,6,FILIPPI
JEFFERY E. AWENDER,PALO ALTO,9,Chiropractic manipulation,,137,10,6,AWENDER
KENNETH L. ECKHARDT,NOVATO,26,Chiropractic manipulation,,157,10,6,ECKHARDT
CYNTHIA L. DUTRO,PALO ALTO,16,Chiropractic manipulation,,65,10,6,DUTRO
LINDA A. MAYO,ALBANY,30,Chiropractic manipulation,,35,10,6,MAYO
ADAM J. BENJAMIN,OAKLAND,18,Chiropractic manipulation,,33,10,6,BENJAMIN
GRETCHEN K. ANDREIS,TIBURON,23,Chiropractic manipulation,,55,10,6,ANDREIS
NATHAN M. GERSHFELD,SANTA ROSA,,Chiropractic manipulation,,24,10,6,GERSHFELD
ABIGAIL IRWIN,OAKLAND,28,Chiropractic manipulation,,100,10,6,IRWIN
EDWIN CHEN,SAN JOSE,27,Chiropractic manipulation,,183,10,6,CHEN
MYLO H. MAGTOTO,OAKLAND,13,Chiropractic manipulation,,305,10,6,MAGTOTO
JENNIFER GONG,HAYWARD,13,Chiropractic manipulation,,25,10,6,GONG
RICKY E. FISHMAN,SAN FRANCISCO,28,Chiropractic manipulation,,129,10,6,FISHMAN
JOHN K. MOORE,PORTOLA VALLEY,,Chiropractic manipulation,,38,10,6,MOORE
MERONEA J. LAHANN-CHIVERS,SAN JOSE,15,Chiropractic manipulation,,106,10,6,LAHANN-CHIVERS
NATHAN MORELLO,SOUTH SAN FRANCISCO,10,Chiropractic manipulation,,45,10,6,MORELLO
PHILIP C. DIETER,SAN JOSE,8,Chiropractic manipulation,,140,10,6,DIETER
CHAPPY J. WOOD,CORTE MADERA,12,Chiropractic manipulation,,44,10,6,WOOD
CYNTHIA A. BOYD,ALAMEDA,9,Chiropractic manipulation,,270,10,6,BOYD
DAWN S. KAHRS,WALNUT CREEK,,Chiropractic manipulation,,338,11,13,KAHRS
ANDREA M. SULLIVAN,OAKLAND,25,Chiropractic manipulation,,132,11,13,SULLIVAN
MITCHELL R. CORWIN,BERKELEY,37,Chiropractic manipulation,,46,11,13,CORWIN
JOSEPH A. BARATTA,WALNUT CREEK,31,Chiropractic manipulation,,67,11,13,BARATTA
DONALD G. AJLOUNI,SAN JOSE,15,Chiropractic manipulation,,204,11,13,AJLOUNI
JULIA A. MASON,SAN CARLOS,,Chiropractic manipulation,,189,11,13,MASON
DAVID MELTZER,NAPA,18,Chiropractic manipulation,,130,11,13,MELTZER
DAVID P. CRUZ,NOVATO,18,Chiropractic manipulation,,287,11,13,CRUZ
VIRGINIA L. HERNLY,SAN MATEO,31,Chiropractic manipulation,,88,11,13,HERNLY
CHARLES J. FULANOVICH,PALO ALTO,38,Chiropractic manipulation,,88,11,13,FULANOVICH
BETH J. MARX,OAKLAND,28,Chiropractic manipulation,,644,11,13,MARX
GREGORY E. CALL,DANVILLE,30,Chiropractic manipulation,,565,11,13,CALL
CHARLES ZOLLNER,SAN RAFAEL,18,Chiropractic manipulation,,132,11,13,ZOLLNER
PHILIP D. LEE,CUPERTINO,,Chiropractic manipulation,,204,11,13,LEE
LARRY C. PAYNE,SAN JOSE,25,Chiropractic manipulation,,129,11,13,PAYNE
SIMON G. YU,SAN BRUNO,18,Chiropractic manipulation,,426,11,13,YU
